序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
36016,接收,10:30:44.851.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 4C 00 17 ,
36017,接收,10:30:44.851.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36018,接收,10:30:44.851.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 4C 4D ,
36019,接收,10:30:44.851.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
36020,接收,10:30:44.851.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
36021,接收,10:30:44.851.0,0x00000402,标准帧,数据帧,0x08,20 45 F9 03 FE 04 00 DB ,
36022,接收,10:30:44.851.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 D9 D2 ,
36023,接收,10:30:44.851.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8F A7 ,
36024,接收,10:30:44.866.0,0x00000211,标准帧,数据帧,0x08,16 4A 38 00 E3 03 D9 5D ,
36025,接收,10:30:44.866.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 00 55 00 F1 ,
36026,接收,10:30:44.866.0,0x00000212,标准帧,数据帧,0x08,00 00 DA 00 00 00 00 DA ,
36027,接收,10:30:44.866.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0F 0F ,
36028,接收,10:30:44.866.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 DA D1 ,
36029,接收,10:30:44.866.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 80 A8 ,
36030,接收,10:30:44.866.0,0x00000211,标准帧,数据帧,0x08,16 4A 3A 00 E3 03 DA 5C ,
36031,接收,10:30:44.866.0,0x00000212,标准帧,数据帧,0x08,00 00 DB 00 00 00 00 DB ,
36032,接收,10:30:44.866.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36033,接收,10:30:44.882.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 4D 00 5B ,
36034,接收,10:30:44.882.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36035,接收,10:30:44.882.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 4D 4C ,
36036,接收,10:30:44.882.0,0x00000402,标准帧,数据帧,0x08,20 45 FA 03 FE 04 00 DC ,
36037,接收,10:30:44.882.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 DB D0 ,
36038,接收,10:30:44.882.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 81 A9 ,
36039,接收,10:30:44.882.0,0x00000211,标准帧,数据帧,0x08,16 4A 3C 00 E3 03 DB 5B ,
36040,接收,10:30:44.882.0,0x00000212,标准帧,数据帧,0x08,00 00 DC 00 00 00 00 DC ,
36041,接收,10:30:44.882.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 01 01 ,
36042,接收,10:30:44.882.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36043,接收,10:30:44.882.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36044,接收,10:30:44.882.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 DC D7 ,
36045,接收,10:30:44.882.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 82 AA ,
36046,接收,10:30:44.882.0,0x00000211,标准帧,数据帧,0x08,16 4A 3C 00 E3 03 DC 5C ,
36047,接收,10:30:44.898.0,0x00000212,标准帧,数据帧,0x08,00 00 DD 00 00 00 00 DD ,
36048,接收,10:30:44.898.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 02 02 ,
36049,接收,10:30:44.898.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36050,接收,10:30:44.898.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
36051,接收,10:30:44.898.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 4E 00 8F ,
36052,接收,10:30:44.898.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36053,接收,10:30:44.898.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 4E 4F ,
36054,接收,10:30:44.898.0,0x00000402,标准帧,数据帧,0x08,20 45 FB 03 FE 04 00 DD ,
36055,接收,10:30:44.898.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 DD D6 ,
36056,接收,10:30:44.898.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 83 AB ,
36057,接收,10:30:44.898.0,0x00000211,标准帧,数据帧,0x08,16 4A 3C 00 D4 03 DD 6A ,
36058,接收,10:30:44.898.0,0x00000212,标准帧,数据帧,0x08,00 00 DE 00 00 00 00 DE ,
36059,接收,10:30:44.898.0,0x00000281,标准帧,数据帧,0x08,86 00 3A 01 00 00 00 00 ,
36060,接收,10:30:44.898.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 03 03 ,
36061,接收,10:30:44.898.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
36062,接收,10:30:44.898.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
36063,接收,10:30:44.914.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 DE D5 ,
36064,接收,10:30:44.914.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
36065,接收,10:30:44.914.0,0x00000211,标准帧,数据帧,0x08,16 4A 3C 00 D4 03 DE 69 ,
36066,接收,10:30:44.914.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 00 55 00 F1 ,
36067,接收,10:30:44.914.0,0x00000212,标准帧,数据帧,0x08,00 00 DF 00 00 00 00 DF ,
36068,接收,10:30:44.914.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
36069,接收,10:30:44.914.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36070,接收,10:30:44.914.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36071,接收,10:30:44.914.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 4F 00 C3 ,
36072,接收,10:30:44.914.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36073,接收,10:30:44.914.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 4F 4E ,
36074,接收,10:30:44.914.0,0x00000402,标准帧,数据帧,0x08,20 45 FC 03 FE 04 00 DE ,
36075,接收,10:30:44.914.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 DF D4 ,
36076,接收,10:30:44.914.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
36077,接收,10:30:44.914.0,0x00000211,标准帧,数据帧,0x08,16 4A 3E 00 D4 03 DF 6A ,
36078,接收,10:30:44.914.0,0x00000212,标准帧,数据帧,0x08,00 00 E0 00 00 00 00 E0 ,
36079,接收,10:30:44.929.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
36080,接收,10:30:44.929.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E0 EB ,
36081,接收,10:30:44.929.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
36082,接收,10:30:44.929.0,0x00000211,标准帧,数据帧,0x08,16 4A 41 00 D4 03 E0 2A ,
36083,接收,10:30:44.929.0,0x00000212,标准帧,数据帧,0x08,00 00 E1 00 00 00 00 E1 ,
36084,接收,10:30:44.929.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
36085,接收,10:30:44.929.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36086,接收,10:30:44.929.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
36087,接收,10:30:44.929.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 50 00 46 ,
36088,接收,10:30:44.929.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36089,接收,10:30:44.929.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 50 51 ,
36090,接收,10:30:44.929.0,0x00000402,标准帧,数据帧,0x08,20 45 FD 03 FE 04 00 DF ,
36091,接收,10:30:44.929.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E1 EA ,
36092,接收,10:30:44.945.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
36093,接收,10:30:44.945.0,0x00000211,标准帧,数据帧,0x08,16 4B 43 00 D4 03 E1 28 ,
36094,接收,10:30:44.945.0,0x00000212,标准帧,数据帧,0x08,00 00 E2 00 00 00 00 E2 ,
36095,接收,10:30:44.945.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
36096,接收,10:30:44.945.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36097,接收,10:30:44.945.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36098,接收,10:30:44.945.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E2 E9 ,
36099,接收,10:30:44.945.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
36100,接收,10:30:44.945.0,0x00000211,标准帧,数据帧,0x08,16 4B 42 00 D4 03 E2 2A ,
36101,接收,10:30:44.945.0,0x00000212,标准帧,数据帧,0x08,00 00 E3 00 00 00 00 E3 ,
36102,接收,10:30:44.945.0,0x00000281,标准帧,数据帧,0x08,96 00 3A 01 00 00 00 00 ,
36103,接收,10:30:44.945.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
36104,接收,10:30:44.961.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 51 00 0A ,
36105,接收,10:30:44.961.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36106,接收,10:30:44.961.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 51 50 ,
36107,接收,10:30:44.961.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
36108,接收,10:30:44.961.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
36109,接收,10:30:44.961.0,0x00000402,标准帧,数据帧,0x08,20 45 FE 03 FE 04 00 E0 ,
36110,接收,10:30:44.961.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E3 E8 ,
36111,接收,10:30:44.961.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
36112,接收,10:30:44.961.0,0x00000211,标准帧,数据帧,0x08,16 4B 41 00 D4 03 E3 28 ,
36113,接收,10:30:44.961.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 00 55 00 F1 ,
36114,接收,10:30:44.961.0,0x00000212,标准帧,数据帧,0x08,00 00 E4 00 00 00 00 E4 ,
36115,接收,10:30:44.961.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
36116,接收,10:30:44.961.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E4 EF ,
36117,接收,10:30:44.961.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
36118,接收,10:30:44.977.0,0x00000211,标准帧,数据帧,0x08,16 4B 43 00 D4 03 E4 2D ,
36119,接收,10:30:44.977.0,0x00000212,标准帧,数据帧,0x08,00 00 E5 00 00 00 00 E5 ,
36120,接收,10:30:44.977.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0A 0A ,
36121,接收,10:30:44.977.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36122,接收,10:30:44.977.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
36123,接收,10:30:44.977.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36124,接收,10:30:44.977.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36125,接收,10:30:44.977.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 52 00 DE ,
36126,接收,10:30:44.977.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FE 00 C8 15 ,
36127,接收,10:30:44.977.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 52 53 ,
36128,接收,10:30:44.977.0,0x00000402,标准帧,数据帧,0x08,20 45 FF 03 FE 04 00 E1 ,
36129,接收,10:30:44.977.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E5 EE ,
36130,接收,10:30:44.977.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8B A3 ,
36131,接收,10:30:44.977.0,0x00000211,标准帧,数据帧,0x08,16 4B 47 00 D4 03 E5 28 ,
36132,接收,10:30:44.977.0,0x00000212,标准帧,数据帧,0x08,00 00 E6 00 00 00 00 E6 ,
36133,接收,10:30:44.977.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0B 0B ,
36134,接收,10:30:44.992.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E6 ED ,
36135,接收,10:30:44.992.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8C A4 ,
36136,接收,10:30:44.992.0,0x00000211,标准帧,数据帧,0x08,16 4B 49 00 D4 03 E6 25 ,
36137,接收,10:30:44.992.0,0x00000212,标准帧,数据帧,0x08,00 00 E7 00 00 00 00 E7 ,
36138,接收,10:30:44.992.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0C 0C ,
36139,接收,10:30:44.992.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 53 00 92 ,
36140,接收,10:30:44.992.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FF 00 C8 14 ,
36141,接收,10:30:44.992.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 53 52 ,
36142,接收,10:30:44.992.0,0x00000402,标准帧,数据帧,0x08,20 46 00 03 FF 04 00 E2 ,
36143,接收,10:30:44.992.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E7 EC ,
36144,接收,10:30:44.992.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8D A5 ,
36145,接收,10:30:44.992.0,0x00000211,标准帧,数据帧,0x08,16 4B 4A 00 E3 03 E7 10 ,
36146,接收,10:30:45.008.0,0x00000212,标准帧,数据帧,0x08,00 00 E8 00 00 00 00 E8 ,
36147,接收,10:30:45.008.0,0x00000281,标准帧,数据帧,0x08,A4 00 3A 01 00 00 00 00 ,
36148,接收,10:30:45.008.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0D 0D ,
36149,接收,10:30:45.008.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36150,接收,10:30:45.008.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36151,接收,10:30:45.008.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
36152,接收,10:30:45.008.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
36153,接收,10:30:45.008.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 50 01 E8 E3 ,
36154,接收,10:30:45.008.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8E A6 ,
36155,接收,10:30:45.008.0,0x00000211,标准帧,数据帧,0x08,16 4B 4A 00 E3 03 E8 1F ,
36156,接收,10:30:45.008.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 00 55 00 F1 ,
36157,接收,10:30:45.008.0,0x00000212,标准帧,数据帧,0x08,00 00 E9 00 00 00 00 E9 ,
36158,接收,10:30:45.008.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0E 0E ,
36159,接收,10:30:45.008.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36160,接收,10:30:45.008.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
36161,接收,10:30:45.008.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 54 00 6B ,
36162,接收,10:30:45.008.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 01 00 C8 ED ,
36163,接收,10:30:45.008.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 54 55 ,
36164,接收,10:30:45.008.0,0x00000402,标准帧,数据帧,0x08,20 46 01 04 01 04 00 E3 ,
36165,接收,10:30:45.024.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 E9 FD ,
36166,接收,10:30:45.024.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8F A7 ,
36167,接收,10:30:45.024.0,0x00000211,标准帧,数据帧,0x08,16 4B 4B 00 E3 03 E9 1F ,
36168,接收,10:30:45.024.0,0x00000212,标准帧,数据帧,0x08,00 00 EA 00 00 00 00 EA ,
36169,接收,10:30:45.024.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0F 0F ,
36170,接收,10:30:45.024.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 EA FE ,
36171,接收,10:30:45.024.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 80 A8 ,
36172,接收,10:30:45.024.0,0x00000211,标准帧,数据帧,0x08,16 4B 4C 00 E3 03 EA 1B ,
36173,接收,10:30:45.024.0,0x00000212,标准帧,数据帧,0x08,00 00 EB 00 00 00 00 EB ,
36174,接收,10:30:45.040.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36175,接收,10:30:45.040.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36176,接收,10:30:45.040.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36177,接收,10:30:45.040.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 55 00 27 ,
36178,接收,10:30:45.040.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 01 00 C8 ED ,
36179,接收,10:30:45.040.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 55 54 ,
36180,接收,10:30:45.040.0,0x00000402,标准帧,数据帧,0x08,20 46 02 04 01 04 00 E4 ,
36181,接收,10:30:45.040.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 EB FF ,
36182,接收,10:30:45.040.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 81 A9 ,
36183,接收,10:30:45.040.0,0x00000211,标准帧,数据帧,0x08,16 4B 4A 00 E3 03 EB 1C ,
36184,接收,10:30:45.040.0,0x00000212,标准帧,数据帧,0x08,00 00 EC 00 00 00 00 EC ,
36185,接收,10:30:45.040.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 01 01 ,
36186,接收,10:30:45.040.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 EC F8 ,
36187,接收,10:30:45.040.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 82 AA ,
36188,接收,10:30:45.056.0,0x00000211,标准帧,数据帧,0x08,16 4B 47 00 E3 03 EC 16 ,
36189,接收,10:30:45.056.0,0x00000212,标准帧,数据帧,0x08,00 00 ED 00 00 00 00 ED ,
36190,接收,10:30:45.056.0,0x00000281,标准帧,数据帧,0x08,A6 00 3A 01 00 00 00 00 ,
36191,接收,10:30:45.056.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 02 02 ,
36192,接收,10:30:45.056.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36193,接收,10:30:45.056.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
36194,接收,10:30:45.056.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 56 00 F3 ,
36195,接收,10:30:45.056.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 02 00 C8 EE ,
36196,接收,10:30:45.056.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 56 57 ,
36197,接收,10:30:45.056.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
36198,接收,10:30:45.056.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
36199,接收,10:30:45.056.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 ED F9 ,
36200,接收,10:30:45.057.0,0x00000402,标准帧,数据帧,0x08,20 46 03 04 02 04 00 E5 ,
36201,接收,10:30:45.057.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 83 AB ,
36202,接收,10:30:45.057.0,0x00000211,标准帧,数据帧,0x08,16 4B 47 00 E3 03 ED 17 ,
36203,接收,10:30:45.057.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 00 55 00 F1 ,
36204,接收,10:30:45.057.0,0x00000212,标准帧,数据帧,0x08,00 00 EE 00 00 00 00 EE ,
36205,接收,10:30:45.057.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 03 03 ,
36206,接收,10:30:45.057.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36207,接收,10:30:45.057.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36208,接收,10:30:45.072.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 EE FA ,
36209,接收,10:30:45.072.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
36210,接收,10:30:45.072.0,0x00000211,标准帧,数据帧,0x08,16 4B 4A 00 E3 03 EE 19 ,
36211,接收,10:30:45.072.0,0x00000212,标准帧,数据帧,0x08,00 00 EF 00 00 00 00 EF ,
36212,接收,10:30:45.072.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
36213,接收,10:30:45.072.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 57 00 BF ,
36214,接收,10:30:45.072.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 03 00 C8 EF ,
36215,接收,10:30:45.072.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 57 56 ,
36216,接收,10:30:45.072.0,0x00000402,标准帧,数据帧,0x08,20 46 04 04 03 04 00 E6 ,
36217,接收,10:30:45.072.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 EF FB ,
36218,接收,10:30:45.072.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
36219,接收,10:30:45.072.0,0x00000211,标准帧,数据帧,0x08,16 4B 45 00 E3 03 EF 17 ,
36220,接收,10:30:45.088.0,0x00000212,标准帧,数据帧,0x08,00 00 F0 00 00 00 00 F0 ,
36221,接收,10:30:45.088.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
36222,接收,10:30:45.088.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 F0 E4 ,
36223,接收,10:30:45.088.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
36224,接收,10:30:45.088.0,0x00000211,标准帧,数据帧,0x08,16 4B 2E 00 E3 03 F0 63 ,
36225,接收,10:30:45.088.0,0x00000212,标准帧,数据帧,0x08,00 00 F1 00 00 00 00 F1 ,
36226,接收,10:30:45.088.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
36227,接收,10:30:45.088.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
36228,接收,10:30:45.088.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
36229,接收,10:30:45.088.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36230,接收,10:30:45.088.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36231,接收,10:30:45.088.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 58 00 1C ,
36232,接收,10:30:45.088.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 03 00 C8 EF ,
36233,接收,10:30:45.088.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 58 59 ,
36234,接收,10:30:45.104.0,0x00000402,标准帧,数据帧,0x08,20 46 05 04 03 04 00 E7 ,
36235,接收,10:30:45.104.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 F1 E5 ,
36236,接收,10:30:45.104.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
36237,接收,10:30:45.104.0,0x00000211,标准帧,数据帧,0x08,16 4B 36 00 FF 03 F1 66 ,
36238,接收,10:30:45.104.0,0x00000212,标准帧,数据帧,0x08,00 00 F2 00 00 00 00 F2 ,
36239,接收,10:30:45.104.0,0x00000281,标准帧,数据帧,0x08,67 00 3A 01 00 00 00 00 ,
36240,接收,10:30:45.104.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
36241,接收,10:30:45.104.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
36242,接收,10:30:45.104.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
36243,接收,10:30:45.104.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 F2 E6 ,
36244,接收,10:30:45.104.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
36245,接收,10:30:45.104.0,0x00000211,标准帧,数据帧,0x08,16 4B 48 00 FF 03 F2 1B ,
36246,接收,10:30:45.104.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 00 55 00 F1 ,
36247,接收,10:30:45.104.0,0x00000212,标准帧,数据帧,0x08,00 00 F3 00 00 00 00 F3 ,
36248,接收,10:30:45.119.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
36249,接收,10:30:45.119.0,0x00000210,标准帧,数据帧,0x08,02 01 10 00 00 59 00 50 ,
36250,接收,10:30:45.119.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 03 00 C8 EF ,
36251,接收,10:30:45.119.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 59 58 ,
36252,接收,10:30:45.119.0,0x00000402,标准帧,数据帧,0x08,20 46 06 04 03 04 00 E8 ,
36253,接收,10:30:45.119.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 F3 E7 ,
36254,接收,10:30:45.119.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
36255,接收,10:30:45.119.0,0x00000211,标准帧,数据帧,0x08,16 4B 4E 00 FF 03 F3 1C ,
36256,接收,10:30:45.119.0,0x00000212,标准帧,数据帧,0x08,00 00 F4 00 00 00 00 F4 ,
36257,接收,10:30:45.119.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
36258,接收,10:30:45.119.0,0x00000240,标准帧,数据帧,0x08,00 00 01 08 00 00 08 00 ,
36259,接收,10:30:45.119.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
36260,接收,10:30:45.119.0,0x00000213,标准帧,数据帧,0x08,00 00 00 5A 4F 01 F4 E0 ,
36261,接收,10:30:45.135.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
36262,接收,10:30:45.135.0,0x00000211,标准帧,数据帧,0x08,16 4B 53 00 FF 03 F4 06 ,
36263,接收,10:30:45.135.0,0x00000212,标准帧,数据帧,0x08,00 00 F5 00 00 00 00 F5 ,
