序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
6969,接收,10:30:11.141.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6970,接收,10:30:11.141.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 AB BC ,
6971,接收,10:30:11.141.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 83 AB ,
6972,接收,10:30:11.141.0,0x00000211,标准帧,数据帧,0x08,16 4E 85 00 3E 04 AB 4C ,
6973,接收,10:30:11.141.0,0x00000212,标准帧,数据帧,0x08,00 00 AC 00 00 00 00 AC ,
6974,接收,10:30:11.141.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 03 03 ,
6975,接收,10:30:11.141.0,0x00000210,标准帧,数据帧,0x08,02 01 13 00 00 B6 00 1B ,
6976,接收,10:30:11.141.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 64 00 C8 88 ,
6977,接收,10:30:11.141.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B6 B7 ,
6978,接收,10:30:11.141.0,0x00000228,标准帧,数据帧,0x08,04 01 00 00 00 00 00 00 ,
6979,接收,10:30:11.141.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
6980,接收,10:30:11.141.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
6981,接收,10:30:11.141.0,0x00000402,标准帧,数据帧,0x08,20 3F 63 04 64 04 66 45 ,
6982,接收,10:30:11.141.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 AC BB ,
6983,接收,10:30:11.141.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
6984,接收,10:30:11.157.0,0x00000211,标准帧,数据帧,0x08,16 50 8A 00 3E 04 AC 5A ,
6985,接收,10:30:11.157.0,0x00000212,标准帧,数据帧,0x08,00 00 AD 00 00 00 00 AD ,
6986,接收,10:30:11.157.0,0x00000281,标准帧,数据帧,0x08,2A 01 3A 01 00 00 00 00 ,
6987,接收,10:30:11.157.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
6988,接收,10:30:11.157.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 AD BA ,
6989,接收,10:30:11.157.0,0x00000401,标准帧,数据帧,0x08,20 83 00 04 66 55 00 94 ,
6990,接收,10:30:11.157.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
6991,接收,10:30:11.157.0,0x00000211,标准帧,数据帧,0x08,16 50 8E 00 3E 04 AD 5F ,
6992,接收,10:30:11.157.0,0x00000212,标准帧,数据帧,0x08,00 00 AE 00 00 00 00 AE ,
6993,接收,10:30:11.157.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
6994,接收,10:30:11.157.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6995,接收,10:30:11.157.0,0x00000210,标准帧,数据帧,0x08,02 01 13 00 00 B7 00 57 ,
6996,接收,10:30:11.157.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6997,接收,10:30:11.171.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 64 00 C8 88 ,
6998,接收,10:30:11.171.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B7 B6 ,
6999,接收,10:30:11.171.0,0x00000402,标准帧,数据帧,0x08,20 3F 64 04 64 04 66 46 ,
7000,接收,10:30:11.171.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 AE B9 ,
7001,接收,10:30:11.171.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
7002,接收,10:30:11.171.0,0x00000211,标准帧,数据帧,0x08,16 50 91 00 3E 04 AE 43 ,
7003,接收,10:30:11.171.0,0x00000212,标准帧,数据帧,0x08,00 00 AF 00 00 00 00 AF ,
7004,接收,10:30:11.171.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7005,接收,10:30:11.171.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
7006,接收,10:30:11.171.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
7007,接收,10:30:11.171.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 AF B8 ,
7008,接收,10:30:11.171.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
7009,接收,10:30:11.171.0,0x00000211,标准帧,数据帧,0x08,16 50 8F 00 3E 04 AF 5C ,
7010,接收,10:30:11.187.0,0x00000212,标准帧,数据帧,0x08,00 00 B0 00 00 00 00 B0 ,
7011,接收,10:30:11.187.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
7012,接收,10:30:11.187.0,0x00000210,标准帧,数据帧,0x08,02 01 13 00 00 B8 00 F4 ,
7013,接收,10:30:11.187.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 63 00 C8 8F ,
7014,接收,10:30:11.187.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B8 B9 ,
7015,接收,10:30:11.187.0,0x00000402,标准帧,数据帧,0x08,20 3F 65 04 63 04 65 47 ,
7016,接收,10:30:11.187.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 B0 A7 ,
7017,接收,10:30:11.187.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
7018,接收,10:30:11.187.0,0x00000211,标准帧,数据帧,0x08,16 50 8C 00 3E 04 B0 40 ,
7019,接收,10:30:11.187.0,0x00000212,标准帧,数据帧,0x08,00 00 B1 00 00 00 00 B1 ,
7020,接收,10:30:11.187.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
7021,接收,10:30:11.187.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7022,接收,10:30:11.187.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
7023,接收,10:30:11.187.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7024,接收,10:30:11.187.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
7025,接收,10:30:11.203.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 B1 A6 ,
7026,接收,10:30:11.203.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
7027,接收,10:30:11.203.0,0x00000211,标准帧,数据帧,0x08,16 50 8D 00 3E 04 B1 40 ,
7028,接收,10:30:11.203.0,0x00000212,标准帧,数据帧,0x08,00 00 B2 00 00 00 00 B2 ,
7029,接收,10:30:11.203.0,0x00000281,标准帧,数据帧,0x08,3A 01 3A 01 00 00 00 00 ,
7030,接收,10:30:11.203.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
7031,接收,10:30:11.203.0,0x00000210,标准帧,数据帧,0x08,02 01 13 00 00 B9 00 B8 ,
7032,接收,10:30:11.203.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 63 00 C8 8F ,
7033,接收,10:30:11.203.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B9 B8 ,
7034,接收,10:30:11.203.0,0x00000402,标准帧,数据帧,0x08,20 3F 66 04 63 04 65 48 ,
7035,接收,10:30:11.203.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 B2 A5 ,
7036,接收,10:30:11.203.0,0x00000401,标准帧,数据帧,0x08,20 82 00 04 65 55 00 96 ,
7037,接收,10:30:11.203.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
7038,接收,10:30:11.203.0,0x00000211,标准帧,数据帧,0x08,16 50 8F 00 3E 04 B2 41 ,
7039,接收,10:30:11.218.0,0x00000212,标准帧,数据帧,0x08,00 00 B3 00 00 00 00 B3 ,
7040,接收,10:30:11.218.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7041,接收,10:30:11.218.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
7042,接收,10:30:11.218.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0A 0A ,
7043,接收,10:30:11.218.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 B3 A4 ,
7044,接收,10:30:11.218.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8B A3 ,
7045,接收,10:30:11.218.0,0x00000211,标准帧,数据帧,0x08,16 50 93 00 4D 04 B3 2F ,
7046,接收,10:30:11.218.0,0x00000212,标准帧,数据帧,0x08,00 00 B4 00 00 00 00 B4 ,
7047,接收,10:30:11.218.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0B 0B ,
7048,接收,10:30:11.218.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7049,接收,10:30:11.218.0,0x00000210,标准帧,数据帧,0x08,02 01 13 00 00 BA 00 6C ,
7050,接收,10:30:11.218.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7051,接收,10:30:11.218.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 62 00 C8 8E ,
7052,接收,10:30:11.218.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 BA BB ,
7053,接收,10:30:11.234.0,0x00000402,标准帧,数据帧,0x08,20 3F 67 04 62 04 64 49 ,
7054,接收,10:30:11.234.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 B4 A3 ,
7055,接收,10:30:11.234.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8C A4 ,
7056,接收,10:30:11.234.0,0x00000211,标准帧,数据帧,0x08,16 50 98 00 4D 04 B4 23 ,
7057,接收,10:30:11.234.0,0x00000212,标准帧,数据帧,0x08,00 00 B5 00 00 00 00 B5 ,
7058,接收,10:30:11.234.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0C 0C ,
7059,接收,10:30:11.234.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B5 A3 ,
7060,接收,10:30:11.234.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8D A5 ,
7061,接收,10:30:11.234.0,0x00000211,标准帧,数据帧,0x08,16 50 9B 00 4D 04 B5 21 ,
7062,接收,10:30:11.234.0,0x00000212,标准帧,数据帧,0x08,00 00 B6 00 00 00 00 B6 ,
7063,接收,10:30:11.250.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0D 0D ,
7064,接收,10:30:11.250.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 BB 00 D8 ,
7065,接收,10:30:11.250.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 62 00 C8 8E ,
7066,接收,10:30:11.250.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 BB BA ,
7067,接收,10:30:11.250.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
7068,接收,10:30:11.250.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
7069,接收,10:30:11.250.0,0x00000402,标准帧,数据帧,0x08,20 3F 68 04 62 04 64 4A ,
7070,接收,10:30:11.250.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B6 A0 ,
7071,接收,10:30:11.250.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8E A6 ,
7072,接收,10:30:11.250.0,0x00000211,标准帧,数据帧,0x08,16 46 9B 00 4D 04 B6 34 ,
7073,接收,10:30:11.250.0,0x00000212,标准帧,数据帧,0x08,00 00 B7 00 00 00 00 B7 ,
7074,接收,10:30:11.250.0,0x00000281,标准帧,数据帧,0x08,5C 01 3A 01 00 00 00 00 ,
7075,接收,10:30:11.250.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7076,接收,10:30:11.250.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
7077,接收,10:30:11.250.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0E 0E ,
7078,接收,10:30:11.250.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7079,接收,10:30:11.250.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7080,接收,10:30:11.250.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B7 A1 ,
7081,接收,10:30:11.265.0,0x00000401,标准帧,数据帧,0x08,20 82 00 04 63 55 00 90 ,
7082,接收,10:30:11.265.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8F A7 ,
7083,接收,10:30:11.265.0,0x00000211,标准帧,数据帧,0x08,16 46 99 00 4D 04 B7 37 ,
7084,接收,10:30:11.265.0,0x00000212,标准帧,数据帧,0x08,00 00 B8 00 00 00 00 B8 ,
7085,接收,10:30:11.265.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0F 0F ,
7086,接收,10:30:11.265.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 BC 00 21 ,
7087,接收,10:30:11.265.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 61 00 C8 8D ,
7088,接收,10:30:11.265.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 BC BD ,
7089,接收,10:30:11.265.0,0x00000402,标准帧,数据帧,0x08,20 3F 69 04 61 04 63 4B ,
7090,接收,10:30:11.265.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B8 AE ,
7091,接收,10:30:11.265.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 80 A8 ,
7092,接收,10:30:11.265.0,0x00000211,标准帧,数据帧,0x08,16 46 97 00 4D 04 B8 36 ,
7093,接收,10:30:11.265.0,0x00000212,标准帧,数据帧,0x08,00 00 B9 00 00 00 00 B9 ,
7094,接收,10:30:11.280.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7095,接收,10:30:11.280.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B9 AF ,
7096,接收,10:30:11.280.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 81 A9 ,
7097,接收,10:30:11.280.0,0x00000211,标准帧,数据帧,0x08,16 46 94 00 4D 04 B9 34 ,
7098,接收,10:30:11.280.0,0x00000212,标准帧,数据帧,0x08,00 00 BA 00 00 00 00 BA ,
7099,接收,10:30:11.280.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 01 01 ,
7100,接收,10:30:11.280.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7101,接收,10:30:11.280.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 BD 00 6D ,
7102,接收,10:30:11.280.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7103,接收,10:30:11.280.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 61 00 C8 8D ,
7104,接收,10:30:11.280.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 BD BC ,
7105,接收,10:30:11.280.0,0x00000402,标准帧,数据帧,0x08,20 3F 6A 04 61 04 63 4C ,
7106,接收,10:30:11.280.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 BA AC ,
7107,接收,10:30:11.296.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 82 AA ,
7108,接收,10:30:11.296.0,0x00000211,标准帧,数据帧,0x08,16 46 92 00 4D 04 BA 31 ,
7109,接收,10:30:11.296.0,0x00000212,标准帧,数据帧,0x08,00 00 BB 00 00 00 00 BB ,
7110,接收,10:30:11.296.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7111,接收,10:30:11.296.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
7112,接收,10:30:11.296.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 02 02 ,
7113,接收,10:30:11.296.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
7114,接收,10:30:11.296.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
7115,接收,10:30:11.296.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 BB AD ,
7116,接收,10:30:11.296.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 83 AB ,
7117,接收,10:30:11.296.0,0x00000211,标准帧,数据帧,0x08,16 46 95 00 4D 04 BB 37 ,
7118,接收,10:30:11.296.0,0x00000212,标准帧,数据帧,0x08,00 00 BC 00 00 00 00 BC ,
7119,接收,10:30:11.296.0,0x00000281,标准帧,数据帧,0x08,48 01 3A 01 00 00 00 00 ,
7120,接收,10:30:11.312.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 03 03 ,
7121,接收,10:30:11.312.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 BE 00 B9 ,
7122,接收,10:30:11.312.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 60 00 C8 8C ,
7123,接收,10:30:11.312.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 BE BF ,
7124,接收,10:30:11.312.0,0x00000402,标准帧,数据帧,0x08,20 3F 6B 04 60 04 62 4D ,
7125,接收,10:30:11.312.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 BC AA ,
7126,接收,10:30:11.312.0,0x00000401,标准帧,数据帧,0x08,20 82 00 04 62 55 00 91 ,
7127,接收,10:30:11.312.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
7128,接收,10:30:11.312.0,0x00000211,标准帧,数据帧,0x08,16 46 9A 00 4D 04 BC 3F ,
7129,接收,10:30:11.312.0,0x00000212,标准帧,数据帧,0x08,00 00 BD 00 00 00 00 BD ,
7130,接收,10:30:11.312.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
7131,接收,10:30:11.312.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7132,接收,10:30:11.312.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7133,接收,10:30:11.312.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 BD AB ,
7134,接收,10:30:11.312.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
7135,接收,10:30:11.312.0,0x00000211,标准帧,数据帧,0x08,16 46 9D 00 46 04 BD 32 ,
7136,接收,10:30:11.328.0,0x00000212,标准帧,数据帧,0x08,00 00 BE 00 00 00 00 BE ,
7137,接收,10:30:11.328.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
7138,接收,10:30:11.328.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 BF 00 F5 ,
7139,接收,10:30:11.328.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 60 00 C8 8C ,
7140,接收,10:30:11.328.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 BF BE ,
7141,接收,10:30:11.328.0,0x00000402,标准帧,数据帧,0x08,20 3F 6C 04 60 04 62 4E ,
7142,接收,10:30:11.328.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 BE A8 ,
7143,接收,10:30:11.328.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
7144,接收,10:30:11.328.0,0x00000211,标准帧,数据帧,0x08,16 46 9D 00 46 04 BE 31 ,
7145,接收,10:30:11.328.0,0x00000212,标准帧,数据帧,0x08,00 00 BF 00 00 00 00 BF ,
7146,接收,10:30:11.328.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7147,接收,10:30:11.328.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
7148,接收,10:30:11.328.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
7149,接收,10:30:11.344.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 BF A9 ,
7150,接收,10:30:11.344.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
7151,接收,10:30:11.344.0,0x00000211,标准帧,数据帧,0x08,16 46 99 00 46 04 BF 34 ,
7152,接收,10:30:11.344.0,0x00000212,标准帧,数据帧,0x08,00 00 C0 00 00 00 00 C0 ,
7153,接收,10:30:11.344.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
7154,接收,10:30:11.344.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7155,接收,10:30:11.344.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 C0 00 7D ,
7156,接收,10:30:11.344.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7157,接收,10:30:11.344.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 5F 00 C8 B3 ,
7158,接收,10:30:11.344.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 C0 C1 ,
7159,接收,10:30:11.344.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
7160,接收,10:30:11.344.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
7161,接收,10:30:11.344.0,0x00000402,标准帧,数据帧,0x08,20 3F 6D 04 5F 04 61 4F ,
7162,接收,10:30:11.344.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C0 D6 ,
7163,接收,10:30:11.344.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
7164,接收,10:30:11.344.0,0x00000211,标准帧,数据帧,0x08,16 46 98 00 46 04 C0 4A ,
7165,接收,10:30:11.344.0,0x00000212,标准帧,数据帧,0x08,00 00 C1 00 00 00 00 C1 ,
7166,接收,10:30:11.360.0,0x00000281,标准帧,数据帧,0x08,57 01 3A 01 00 00 00 00 ,
7167,接收,10:30:11.360.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
7168,接收,10:30:11.360.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C1 D7 ,
7169,接收,10:30:11.360.0,0x00000401,标准帧,数据帧,0x08,20 82 00 04 61 55 00 92 ,
7170,接收,10:30:11.360.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
7171,接收,10:30:11.360.0,0x00000211,标准帧,数据帧,0x08,16 46 99 00 46 04 C1 4A ,
7172,接收,10:30:11.360.0,0x00000212,标准帧,数据帧,0x08,00 00 C2 00 00 00 00 C2 ,
7173,接收,10:30:11.360.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
7174,接收,10:30:11.360.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 C1 00 31 ,
7175,接收,10:30:11.360.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 5F 00 C8 B3 ,
7176,接收,10:30:11.360.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 C1 C0 ,
7177,接收,10:30:11.360.0,0x00000402,标准帧,数据帧,0x08,20 3F 6E 04 5F 04 61 50 ,
7178,接收,10:30:11.360.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C2 D4 ,
7179,接收,10:30:11.376.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
7180,接收,10:30:11.376.0,0x00000211,标准帧,数据帧,0x08,16 46 9D 00 46 04 C2 4D ,
7181,接收,10:30:11.376.0,0x00000212,标准帧,数据帧,0x08,00 00 C3 00 00 00 00 C3 ,
7182,接收,10:30:11.376.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
7183,接收,10:30:11.376.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
7184,接收,10:30:11.376.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0A 0A ,
7185,接收,10:30:11.376.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7186,接收,10:30:11.376.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7187,接收,10:30:11.376.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C3 D5 ,
7188,接收,10:30:11.376.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8B A3 ,
7189,接收,10:30:11.376.0,0x00000211,标准帧,数据帧,0x08,16 46 A1 00 46 04 C3 70 ,
7190,接收,10:30:11.376.0,0x00000212,标准帧,数据帧,0x08,00 00 C4 00 00 00 00 C4 ,
7191,接收,10:30:11.392.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0B 0B ,
7192,接收,10:30:11.392.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 C2 00 E5 ,
7193,接收,10:30:11.392.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 5E 00 C8 B2 ,
7194,接收,10:30:11.392.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 C2 C3 ,
7195,接收,10:30:11.392.0,0x00000402,标准帧,数据帧,0x08,20 3F 6F 04 5E 04 60 51 ,
7196,接收,10:30:11.392.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C4 D2 ,
7197,接收,10:30:11.392.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8C A4 ,
7198,接收,10:30:11.392.0,0x00000211,标准帧,数据帧,0x08,16 46 A6 00 46 04 C4 70 ,
7199,接收,10:30:11.392.0,0x00000212,标准帧,数据帧,0x08,00 00 C5 00 00 00 00 C5 ,
7200,接收,10:30:11.392.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0C 0C ,
7201,接收,10:30:11.392.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
7202,接收,10:30:11.392.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
7203,接收,10:30:11.392.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C5 D3 ,
7204,接收,10:30:11.392.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8D A5 ,
7205,接收,10:30:11.392.0,0x00000211,标准帧,数据帧,0x08,16 46 A8 00 46 04 C5 7F ,
7206,接收,10:30:11.407.0,0x00000212,标准帧,数据帧,0x08,00 00 C6 00 00 00 00 C6 ,
7207,接收,10:30:11.407.0,0x00000281,标准帧,数据帧,0x08,74 01 3A 01 00 00 00 00 ,
7208,接收,10:30:11.407.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0D 0D ,
7209,接收,10:30:11.407.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
7210,接收,10:30:11.407.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 C3 00 A9 ,
7211,接收,10:30:11.407.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
7212,接收,10:30:11.407.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 5E 00 C8 B2 ,
7213,接收,10:30:11.407.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 C3 C2 ,
7214,接收,10:30:11.407.0,0x00000402,标准帧,数据帧,0x08,20 3F 70 04 5E 04 60 52 ,
7215,接收,10:30:11.407.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 C6 D0 ,
7216,接收,10:30:11.407.0,0x00000401,标准帧,数据帧,0x08,20 83 00 04 60 55 00 92 ,
